id_pedido;produto;categoria;fornecedor;status;custo_unitario;quantidade;lead_time_dias;custo_frete
PED-13567;Chapa de Aço;Metalurgia;LogTech Brasil;Entregue;USD 126,81;491 unidades;5;R$ 351,54
PED-13568;Resina Epoxi;Química;Delta Matérias-Primas;Atrasado;USD 206,8;76 unidades;18;R$ 531,83
PED-13569;Cabo de Cobre;Metalurgia;Amazonas Tech;Entregue;USD 219,34;206 unidades;36;R$ 942,34
PED-13570;Resina Epoxi;Química;Bahia Peças;Em trânsito;USD 173,56;188 unidades;14;R$ 463,76
PED-13571;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 142,09;255 unidades;5;R$ 392,98
PED-13572;Resina Epoxi;Química;LogTech Brasil;Entregue;USD 136,06;15 unidades;6;R$ 379,12
PED-13573;Resina Epoxi;Química;Sudeste Express;Entregue;USD 156,22;155 unidades;12;R$ 586,67
PED-13574;Motor de Passo;Mecânica;Indústrias Alfa;Entregue;USD 128,37;386 unidades;18;R$ 477,09
PED-13575;Resina Epoxi;Química;Amazonas Tech;Entregue;USD 238,09;406 unidades;32;R$ 912,25
PED-13576;Sensor Prototipo;Eletrônicos;Amazonas Tech;Em trânsito;USD 530,39;168 unidades;39;R$ 797,99
PED-13577;Motor de Passo;Mecânica;Nordeste Distribuidora;Entregue;USD 159,58;261 unidades;25;R$ 576,73
PED-13578;Motor de Passo;Mecânica;Norte Logística;Em trânsito;USD 142,81;221 unidades;11;R$ 527,11
PED-13579;Polímero Industrial;Química;Amazonas Tech;Entregue;USD 211,98;182 unidades;47;R$ 887,74
PED-13580;Válvula Hidráulica;Mecânica;Sudeste Express;Atrasado;USD 155,73;193 unidades;15;R$ 503,18
PED-13581;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Em trânsito;USD 483,84;241 unidades;24;R$ 639,06
PED-13582;Resina Epoxi;Química;Norte Logística;Entregue;USD 152,1;286 unidades;16;R$ 562,65
PED-13583;Sensor Prototipo;Eletrônicos;Sudeste Express;Entregue;USD 412,07;243 unidades;15;R$ 563,44
PED-13584;Circuito Impresso;Eletrônicos;Sul Metais;Entregue;USD 378,74;272 unidades;11;R$ 486,6
PED-13585;Cabo de Cobre;Metalurgia;Norte Logística;Atrasado;USD 176,44;277 unidades;11;R$ 545,22
PED-13586;Chapa de Aço;Metalurgia;Bahia Peças;Em trânsito;USD 138,6;378 unidades;8;R$ 576,13
PED-13587;Sensor Prototipo;Eletrônicos;Norte Logística;Entregue;USD 382,71;19 unidades;13;R$ 501,8
PED-13588;Chapa de Aço;Metalurgia;Norte Logística;Entregue;USD 141,98;122 unidades;15;R$ 541,9
PED-13589;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Atrasado;USD 452,91;104 unidades;26;R$ 589,48
PED-13590;Chapa de Aço;Metalurgia;LogTech Brasil;Em trânsito;USD 157,55;255 unidades;4;R$ 370,36
PED-13591;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Atrasado;USD 438,39;446 unidades;17;R$ 671,95
PED-13592;Polímero Industrial;Química;Norte Logística;Entregue;USD 184,37;398 unidades;12;R$ 517,68
PED-13593;Caixa Papelão;Embalagens;LogTech Brasil;Em trânsito;USD 135,0;56 unidades;4;R$ 465,42
PED-13594;Resina Epoxi;Química;LogTech Brasil;Entregue;USD 136,02;24 unidades;5;R$ 430,04
PED-13595;Resina Epoxi;Química;Global Shipping;Atrasado;USD 176,7;352 unidades;22;R$ 700,09
PED-13596;Válvula Hidráulica;Mecânica;Norte Logística;Atrasado;USD 111,39;160 unidades;19;R$ 554,18
PED-13597;Válvula Hidráulica;Mecânica;Sudeste Express;Atrasado;USD 174,11;415 unidades;13;R$ 476,75
PED-13598;Motor de Passo;Mecânica;Bahia Peças;Entregue;USD 151,33;302 unidades;10;R$ 493,56
PED-13599;Motor de Passo;Mecânica;Indústrias Alfa;Atrasado;USD 152,72;262 unidades;9;R$ 540,41
PED-13600;Caixa Papelão;Embalagens;LogTech Brasil;Em trânsito;USD 130,9;421 unidades;5;R$ 376,16
PED-13601;Motor de Passo;Mecânica;Sudeste Express;Entregue;USD 159,08;480 unidades;15;R$ 502,24
PED-13602;Circuito Impresso;Eletrônicos;Sudeste Express;Entregue;USD 376,55;386 unidades;15;R$ 531,81
PED-13603;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 180,76;378 unidades;4;R$ 344,84
PED-13604;Resina Epoxi;Química;Amazonas Tech;Entregue;USD 235,92;88 unidades;45;R$ 939,76
PED-13605;Sensor Prototipo;Eletrônicos;Global Shipping;Entregue;USD 420,7;394 unidades;33;R$ 753,74
PED-13606;Resina Epoxi;Química;LogTech Brasil;Entregue;USD 162,79;186 unidades;5;R$ 323,99
PED-13607;Sensor Prototipo;Eletrônicos;Global Shipping;Entregue;USD 431,56;496 unidades;27;R$ 646,73
PED-13608;Resina Epoxi;Química;Sul Metais;Em trânsito;USD 138,35;180 unidades;10;R$ 428,01
PED-13609;Circuito Impresso;Eletrônicos;Indústrias Alfa;Entregue;USD 385,42;466 unidades;15;R$ 586,82
PED-13610;Chapa de Aço;Metalurgia;Global Shipping;Em trânsito;USD 149,3;76 unidades;21;R$ 693,33
PED-13611;Cabo de Cobre;Metalurgia;Sudeste Express;Entregue;USD 126,25;368 unidades;14;R$ 453,04
PED-13612;Polímero Industrial;Química;Indústrias Alfa;Atrasado;USD 154,07;183 unidades;14;R$ 544,11
PED-13613;Caixa Papelão;Embalagens;Delta Matérias-Primas;Entregue;USD 146,26;27 unidades;22;R$ 565,44
PED-13614;Motor de Passo;Mecânica;Amazonas Tech;Entregue;USD 230,75;200 unidades;37;R$ 910,7
PED-13615;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Entregue;USD 493,17;494 unidades;18;R$ 583,15
PED-13616;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Atrasado;USD 157,0;476 unidades;21;R$ 598,31
PED-13617;Caixa Papelão;Embalagens;LogTech Brasil;Entregue;USD 170,8;401 unidades;3;R$ 384,32
PED-13618;Resina Epoxi;Química;Nordeste Distribuidora;Em trânsito;USD 187,29;149 unidades;17;R$ 666,41
PED-13619;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Em trânsito;USD 438,05;409 unidades;18;R$ 564,75
PED-13620;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Em trânsito;USD 168,87;425 unidades;19;R$ 541,06
PED-13621;Cabo de Cobre;Metalurgia;Bahia Peças;Atrasado;USD 147,09;182 unidades;19;R$ 431,14
PED-13622;Resina Epoxi;Química;Global Shipping;Atrasado;USD 167,68;266 unidades;32;R$ 630,88
PED-13623;Cabo de Cobre;Metalurgia;Global Shipping;Em trânsito;USD 177,86;46 unidades;23;R$ 672,82
PED-13624;Resina Epoxi;Química;LogTech Brasil;Em trânsito;USD 115,25;136 unidades;6;R$ 472,6
PED-13625;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Em trânsito;USD 138,53;476 unidades;17;R$ 566,37
PED-13626;Motor de Passo;Mecânica;Norte Logística;Atrasado;USD 134,01;194 unidades;11;R$ 524,07
PED-13627;Cabo de Cobre;Metalurgia;Bahia Peças;Em trânsito;USD 168,76;96 unidades;15;R$ 521,66
PED-13628;Caixa Papelão;Embalagens;Sudeste Express;Em trânsito;USD 138,91;152 unidades;13;R$ 520,89
PED-13629;Chapa de Aço;Metalurgia;Global Shipping;Entregue;USD 169,93;488 unidades;21;R$ 645,34
PED-13630;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Entregue;USD 494,64;353 unidades;25;R$ 574,24
PED-13631;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Em trânsito;USD 449,78;471 unidades;23;R$ 556,38
PED-13632;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 369,07;170 unidades;5;R$ 250,06
PED-13633;Chapa de Aço;Metalurgia;Norte Logística;Entregue;USD 194,04;70 unidades;15;R$ 559,94
PED-13634;Cabo de Cobre;Metalurgia;Sul Metais;Entregue;USD 113,04;25 unidades;9;R$ 490,43
PED-13635;Circuito Impresso;Eletrônicos;Bahia Peças;Entregue;USD 414,8;453 unidades;19;R$ 578,42
PED-13636;Motor de Passo;Mecânica;Bahia Peças;Em trânsito;USD 164,31;192 unidades;17;R$ 568,33
PED-13637;Circuito Impresso;Eletrônicos;Global Shipping;Entregue;USD 459,81;332 unidades;35;R$ 618,31
PED-13638;Polímero Industrial;Química;Global Shipping;Atrasado;USD 192,97;128 unidades;31;R$ 698,5
PED-13639;Polímero Industrial;Química;Global Shipping;Entregue;USD 178,59;23 unidades;25;R$ 708,09
PED-13640;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Atrasado;USD 188,3;86 unidades;24;R$ 520,7
PED-13641;Cabo de Cobre;Metalurgia;Amazonas Tech;Atrasado;USD 187,07;451 unidades;39;R$ 881,24
PED-13642;Circuito Impresso;Eletrônicos;Norte Logística;Entregue;USD 399,37;434 unidades;15;R$ 607,06
PED-13643;Polímero Industrial;Química;Indústrias Alfa;Em trânsito;USD 141,02;28 unidades;15;R$ 622,74
PED-13644;Chapa de Aço;Metalurgia;Nordeste Distribuidora;Em trânsito;USD 174,58;307 unidades;20;R$ 583,16
PED-13645;Circuito Impresso;Eletrônicos;Norte Logística;Entregue;USD 399,95;69 unidades;12;R$ 547,43
PED-13646;Caixa Papelão;Embalagens;Indústrias Alfa;Entregue;USD 156,88;36 unidades;14;R$ 595,73
PED-13647;Válvula Hidráulica;Mecânica;Global Shipping;Entregue;USD 176,51;53 unidades;26;R$ 665,88
PED-13648;Motor de Passo;Mecânica;Indústrias Alfa;Entregue;USD 162,34;314 unidades;13;R$ 566,81
PED-13649;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Entregue;USD 163,43;164 unidades;22;R$ 599,32
PED-13650;Cabo de Cobre;Metalurgia;Sudeste Express;Atrasado;USD 168,8;174 unidades;11;R$ 566,37
PED-13651;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Entregue;USD 426,83;191 unidades;21;R$ 631,61
PED-13652;Válvula Hidráulica;Mecânica;Norte Logística;Atrasado;USD 125,79;378 unidades;17;R$ 447,66
PED-13653;Cabo de Cobre;Metalurgia;Norte Logística;Atrasado;USD 164,65;480 unidades;14;R$ 499,05
PED-13654;Caixa Papelão;Embalagens;Sul Metais;Entregue;USD 153,41;152 unidades;12;R$ 478,37
PED-13655;Chapa de Aço;Metalurgia;LogTech Brasil;Atrasado;USD 162,12;300 unidades;5;R$ 422,52
PED-13656;Válvula Hidráulica;Mecânica;Global Shipping;Atrasado;USD 132,42;329 unidades;23;R$ 571,58
PED-13657;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Entregue;USD 127,69;204 unidades;16;R$ 559,17
PED-13658;Polímero Industrial;Química;Sul Metais;Entregue;USD 146,04;477 unidades;12;R$ 477,62
PED-13659;Caixa Papelão;Embalagens;Indústrias Alfa;Entregue;USD 153,88;12 unidades;12;R$ 513,63
PED-13660;Caixa Papelão;Embalagens;Sul Metais;Atrasado;USD 156,96;92 unidades;13;R$ 480,26
PED-13661;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Entregue;USD 477,33;116 unidades;23;R$ 507,94
PED-13662;Sensor Prototipo;Eletrônicos;LogTech Brasil;Entregue;USD 402,47;81 unidades;3;R$ 432,31
PED-13663;Resina Epoxi;Química;Global Shipping;Atrasado;USD 180,07;487 unidades;30;R$ 687,56
PED-13664;Cabo de Cobre;Metalurgia;Indústrias Alfa;Em trânsito;USD 151,35;355 unidades;13;R$ 469,06
PED-13665;Circuito Impresso;Eletrônicos;Bahia Peças;Entregue;USD 440,74;312 unidades;10;R$ 522,08
PED-13666;Motor de Passo;Mecânica;Norte Logística;Atrasado;USD 150,68;438 unidades;16;R$ 448,26
PED-13667;Resina Epoxi;Química;Sudeste Express;Entregue;USD 159,33;139 unidades;13;R$ 549,12
PED-13668;Caixa Papelão;Embalagens;Indústrias Alfa;Atrasado;USD 193,38;92 unidades;18;R$ 531,7
PED-13669;Cabo de Cobre;Metalurgia;Sul Metais;Entregue;USD 133,08;134 unidades;11;R$ 499,46
PED-13670;Polímero Industrial;Química;Delta Matérias-Primas;Em trânsito;USD 184,55;177 unidades;12;R$ 531,71
PED-13671;Caixa Papelão;Embalagens;Indústrias Alfa;Atrasado;USD 119,02;310 unidades;14;R$ 493,92
PED-13672;Chapa de Aço;Metalurgia;Indústrias Alfa;Entregue;USD 129,42;419 unidades;19;R$ 548,46
PED-13673;Polímero Industrial;Química;Delta Matérias-Primas;Atrasado;USD 155,23;50 unidades;23;R$ 599,54
PED-13674;Caixa Papelão;Embalagens;Norte Logística;Em trânsito;USD 157,99;437 unidades;21;R$ 584,34
PED-13675;Chapa de Aço;Metalurgia;Global Shipping;Em trânsito;USD 200,92;78 unidades;17;R$ 652,37
PED-13676;Válvula Hidráulica;Mecânica;Sudeste Express;Entregue;USD 142,17;416 unidades;12;R$ 489,38
PED-13677;Motor de Passo;Mecânica;Delta Matérias-Primas;Em trânsito;USD 166,57;98 unidades;12;R$ 562,01
PED-13678;Polímero Industrial;Química;Delta Matérias-Primas;Atrasado;USD 176,34;193 unidades;15;R$ 516,8
PED-13679;Caixa Papelão;Embalagens;Indústrias Alfa;Atrasado;USD 167,35;492 unidades;15;R$ 516,85
PED-13680;Motor de Passo;Mecânica;Global Shipping;Em trânsito;USD 125,95;321 unidades;23;R$ 766,36
PED-13681;Polímero Industrial;Química;Bahia Peças;Entregue;USD 140,36;139 unidades;19;R$ 483,56
PED-13682;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Entregue;USD 354,41;440 unidades;18;R$ 508,39
PED-13683;Caixa Papelão;Embalagens;Nordeste Distribuidora;Em trânsito;USD 207,31;381 unidades;19;R$ 584,52
PED-13684;Resina Epoxi;Química;Norte Logística;Em trânsito;USD 167,31;245 unidades;11;R$ 439,66
PED-13685;Sensor Prototipo;Eletrônicos;Sul Metais;Entregue;USD 405,47;219 unidades;13;R$ 428,26
PED-13686;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Em trânsito;USD 122,07;130 unidades;20;R$ 528,95
PED-13687;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Em trânsito;USD 369,36;134 unidades;14;R$ 495,84
PED-13688;Resina Epoxi;Química;Sudeste Express;Entregue;USD 157,5;478 unidades;14;R$ 641,24
PED-13689;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Entregue;USD 475,75;30 unidades;16;R$ 559,46
PED-13690;Polímero Industrial;Química;Amazonas Tech;Entregue;USD 179,69;404 unidades;42;R$ 880,21
PED-13691;Válvula Hidráulica;Mecânica;Amazonas Tech;Atrasado;USD 245,88;44 unidades;41;R$ 816,33
PED-13692;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 424,77;261 unidades;2;R$ 374,18
PED-13693;Resina Epoxi;Química;Nordeste Distribuidora;Atrasado;USD 185,87;473 unidades;19;R$ 545,58
PED-13694;Cabo de Cobre;Metalurgia;Norte Logística;Em trânsito;USD 126,42;499 unidades;13;R$ 518,26
PED-13695;Polímero Industrial;Química;Nordeste Distribuidora;Atrasado;USD 210,07;297 unidades;26;R$ 696,61
PED-13696;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Em trânsito;USD 461,47;258 unidades;19;R$ 614,24
PED-13697;Caixa Papelão;Embalagens;Delta Matérias-Primas;Atrasado;USD 180,41;27 unidades;24;R$ 607,37
PED-13698;Caixa Papelão;Embalagens;Bahia Peças;Atrasado;USD 194,5;108 unidades;17;R$ 513,95
PED-13699;Motor de Passo;Mecânica;Global Shipping;Entregue;USD 157,97;360 unidades;26;R$ 725,07
PED-13700;Motor de Passo;Mecânica;Nordeste Distribuidora;Atrasado;USD 187,26;105 unidades;23;R$ 568,71
PED-13701;Cabo de Cobre;Metalurgia;Global Shipping;Atrasado;USD 163,47;38 unidades;21;R$ 632,3
PED-13702;Polímero Industrial;Química;Bahia Peças;Entregue;USD 164,6;225 unidades;16;R$ 473,88
PED-13703;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Em trânsito;USD 445,62;408 unidades;19;R$ 578,25
PED-13704;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 437,54;446 unidades;4;R$ 406,16
PED-13705;Resina Epoxi;Química;Global Shipping;Entregue;USD 178,63;497 unidades;33;R$ 703,51
PED-13706;Caixa Papelão;Embalagens;Nordeste Distribuidora;Entregue;USD 144,45;451 unidades;19;R$ 587,24
PED-13707;Cabo de Cobre;Metalurgia;Nordeste Distribuidora;Atrasado;USD 159,54;329 unidades;26;R$ 537,23
PED-13708;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Atrasado;USD 169,3;35 unidades;19;R$ 506,91
PED-13709;Caixa Papelão;Embalagens;Nordeste Distribuidora;Atrasado;USD 151,24;342 unidades;15;R$ 583,16
PED-13710;Polímero Industrial;Química;Bahia Peças;Em trânsito;USD 146,36;153 unidades;12;R$ 580,02
PED-13711;Cabo de Cobre;Metalurgia;Global Shipping;Atrasado;USD 189,61;320 unidades;24;R$ 644,81
PED-13712;Cabo de Cobre;Metalurgia;Amazonas Tech;Atrasado;USD 190,3;419 unidades;49;R$ 921,06
PED-13713;Caixa Papelão;Embalagens;Amazonas Tech;Em trânsito;USD 203,04;70 unidades;49;R$ 840,55
PED-13714;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Em trânsito;USD 168,32;262 unidades;23;R$ 641,33
PED-13715;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 407,1;457 unidades;5;R$ 437,31
PED-13716;Motor de Passo;Mecânica;Sudeste Express;Em trânsito;USD 166,98;360 unidades;15;R$ 547,96
PED-13717;Resina Epoxi;Química;Indústrias Alfa;Entregue;USD 178,03;239 unidades;14;R$ 482,69
PED-13718;Polímero Industrial;Química;Sudeste Express;Atrasado;USD 178,1;328 unidades;11;R$ 490,91
PED-13719;Polímero Industrial;Química;Indústrias Alfa;Entregue;USD 125,28;298 unidades;19;R$ 598,56
PED-13720;Chapa de Aço;Metalurgia;Nordeste Distribuidora;Atrasado;USD 213,02;178 unidades;24;R$ 580,44
PED-13721;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 170,09;108 unidades;4;R$ 399,54
PED-13722;Circuito Impresso;Eletrônicos;LogTech Brasil;Em trânsito;USD 384,36;238 unidades;3;R$ 502,43
PED-13723;Chapa de Aço;Metalurgia;Bahia Peças;Em trânsito;USD 123,1;334 unidades;12;R$ 515,63
PED-13724;Válvula Hidráulica;Mecânica;Amazonas Tech;Entregue;USD 217,76;294 unidades;54;R$ 862,24
PED-13725;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Entregue;USD 459,11;112 unidades;20;R$ 564,98
PED-13726;Caixa Papelão;Embalagens;Global Shipping;Entregue;USD 163,51;302 unidades;35;R$ 630,72
PED-13727;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 108,24;444 unidades;5;R$ 317,78
PED-13728;Válvula Hidráulica;Mecânica;Amazonas Tech;Entregue;USD 164,89;329 unidades;38;R$ 880,41
PED-13729;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Em trânsito;USD 384,43;72 unidades;15;R$ 600,57
PED-13730;Resina Epoxi;Química;LogTech Brasil;Entregue;USD 152,01;446 unidades;5;R$ 407,47
PED-13731;Válvula Hidráulica;Mecânica;Amazonas Tech;Atrasado;USD 214,68;381 unidades;40;R$ 928,96
PED-13732;Válvula Hidráulica;Mecânica;Amazonas Tech;Atrasado;USD 217,4;52 unidades;22;R$ 837,05
PED-13733;Chapa de Aço;Metalurgia;Amazonas Tech;Atrasado;USD 237,28;257 unidades;46;R$ 883,24
PED-13734;Válvula Hidráulica;Mecânica;Global Shipping;Em trânsito;USD 142,78;177 unidades;24;R$ 634,18
PED-13735;Válvula Hidráulica;Mecânica;Indústrias Alfa;Entregue;USD 144,53;62 unidades;16;R$ 460,51
PED-13736;Polímero Industrial;Química;LogTech Brasil;Entregue;USD 166,03;244 unidades;5;R$ 285,39
PED-13737;Chapa de Aço;Metalurgia;Nordeste Distribuidora;Atrasado;USD 130,92;436 unidades;14;R$ 626,78
PED-13738;Polímero Industrial;Química;Global Shipping;Atrasado;USD 158,39;470 unidades;29;R$ 676,99
PED-13739;Polímero Industrial;Química;Global Shipping;Em trânsito;USD 126,86;49 unidades;21;R$ 723,07
PED-13740;Válvula Hidráulica;Mecânica;LogTech Brasil;Em trânsito;USD 187,69;362 unidades;4;R$ 347,28
PED-13741;Circuito Impresso;Eletrônicos;Amazonas Tech;Em trânsito;USD 555,92;223 unidades;46;R$ 894,56
PED-13742;Circuito Impresso;Eletrônicos;LogTech Brasil;Entregue;USD 385,84;378 unidades;3;R$ 411,72
PED-13743;Circuito Impresso;Eletrônicos;Amazonas Tech;Em trânsito;USD 584,5;268 unidades;45;R$ 905,26
PED-13744;Cabo de Cobre;Metalurgia;Indústrias Alfa;Atrasado;USD 144,71;169 unidades;12;R$ 433,4
PED-13745;Chapa de Aço;Metalurgia;Amazonas Tech;Entregue;USD 294,98;45 unidades;49;R$ 903,71
PED-13746;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Em trânsito;USD 495,98;392 unidades;21;R$ 610,57
PED-13747;Válvula Hidráulica;Mecânica;Sul Metais;Atrasado;USD 140,65;483 unidades;11;R$ 464,94
PED-13748;Chapa de Aço;Metalurgia;Sul Metais;Em trânsito;USD 113,04;499 unidades;13;R$ 384,15
PED-13749;Resina Epoxi;Química;LogTech Brasil;Entregue;USD 124,44;232 unidades;2;R$ 396,82
PED-13750;Válvula Hidráulica;Mecânica;Bahia Peças;Atrasado;USD 143,11;162 unidades;19;R$ 490,64
PED-13751;Resina Epoxi;Química;Global Shipping;Entregue;USD 189,79;358 unidades;24;R$ 701,52
PED-13752;Válvula Hidráulica;Mecânica;Bahia Peças;Atrasado;USD 160,79;140 unidades;12;R$ 386,04
PED-13753;Caixa Papelão;Embalagens;Sudeste Express;Em trânsito;USD 148,37;37 unidades;10;R$ 518,13
PED-13754;Resina Epoxi;Química;Amazonas Tech;Atrasado;USD 169,62;146 unidades;46;R$ 922,65
PED-13755;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Atrasado;USD 182,93;456 unidades;18;R$ 600,76
PED-13756;Polímero Industrial;Química;LogTech Brasil;Entregue;USD 151,75;71 unidades;2;R$ 338,7
PED-13757;Circuito Impresso;Eletrônicos;Global Shipping;Entregue;USD 405,48;147 unidades;39;R$ 581,15
PED-13758;Motor de Passo;Mecânica;Sul Metais;Entregue;USD 137,41;295 unidades;11;R$ 415,05
PED-13759;Cabo de Cobre;Metalurgia;Sudeste Express;Em trânsito;USD 118,09;186 unidades;13;R$ 530,53
PED-13760;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 162,75;43 unidades;3;R$ 366,15
PED-13761;Motor de Passo;Mecânica;Sudeste Express;Entregue;USD 134,05;230 unidades;21;R$ 579,34
PED-13762;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Atrasado;USD 472,92;27 unidades;14;R$ 615,05
PED-13763;Cabo de Cobre;Metalurgia;Indústrias Alfa;Em trânsito;USD 139,67;465 unidades;13;R$ 499,47
PED-13764;Resina Epoxi;Química;Delta Matérias-Primas;Atrasado;USD 156,2;62 unidades;17;R$ 529,87
PED-13765;Polímero Industrial;Química;Indústrias Alfa;Entregue;USD 169,23;178 unidades;14;R$ 499,93
PED-13766;Circuito Impresso;Eletrônicos;Sul Metais;Entregue;USD 365,86;330 unidades;9;R$ 570,92
PED-13767;Chapa de Aço;Metalurgia;Sul Metais;Atrasado;USD 152,52;379 unidades;11;R$ 477,38
PED-13768;Sensor Prototipo;Eletrônicos;Norte Logística;Entregue;USD 411,9;306 unidades;16;R$ 517,49
PED-13769;Válvula Hidráulica;Mecânica;Sudeste Express;Entregue;USD 139,96;46 unidades;18;R$ 578,68
PED-13770;Motor de Passo;Mecânica;Sul Metais;Entregue;USD 145,68;130 unidades;8;R$ 464,28
PED-13771;Cabo de Cobre;Metalurgia;Bahia Peças;Em trânsito;USD 105,77;85 unidades;13;R$ 561,03
PED-13772;Válvula Hidráulica;Mecânica;Amazonas Tech;Entregue;USD 235,9;294 unidades;41;R$ 931,25
PED-13773;Caixa Papelão;Embalagens;Nordeste Distribuidora;Atrasado;USD 201,31;461 unidades;19;R$ 511,96
PED-13774;Cabo de Cobre;Metalurgia;Nordeste Distribuidora;Entregue;USD 176,18;109 unidades;22;R$ 509,02
PED-13775;Motor de Passo;Mecânica;Bahia Peças;Atrasado;USD 110,4;490 unidades;15;R$ 526,16
PED-13776;Resina Epoxi;Química;Sul Metais;Atrasado;USD 107,16;58 unidades;11;R$ 501,24
PED-13777;Válvula Hidráulica;Mecânica;Norte Logística;Em trânsito;USD 152,32;70 unidades;16;R$ 473,02
PED-13778;Chapa de Aço;Metalurgia;Global Shipping;Atrasado;USD 166,9;231 unidades;26;R$ 663,1
PED-13779;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Entregue;USD 448,32;232 unidades;17;R$ 555,95
PED-13780;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Entregue;USD 187,04;313 unidades;19;R$ 533,61
PED-13781;Resina Epoxi;Química;Nordeste Distribuidora;Atrasado;USD 198,8;455 unidades;19;R$ 606,07
PED-13782;Caixa Papelão;Embalagens;LogTech Brasil;Entregue;USD 124,26;451 unidades;5;R$ 371,59
PED-13783;Resina Epoxi;Química;Amazonas Tech;Em trânsito;USD 240,78;54 unidades;41;R$ 850,15
PED-13784;Circuito Impresso;Eletrônicos;Sudeste Express;Entregue;USD 400,75;346 unidades;17;R$ 528,94
PED-13785;Resina Epoxi;Química;Delta Matérias-Primas;Entregue;USD 168,75;44 unidades;18;R$ 507,94
PED-13786;Polímero Industrial;Química;Bahia Peças;Em trânsito;USD 142,87;13 unidades;5;R$ 536,39
PED-13787;Resina Epoxi;Química;Norte Logística;Atrasado;USD 110,9;44 unidades;13;R$ 520,54
PED-13788;Válvula Hidráulica;Mecânica;Indústrias Alfa;Atrasado;USD 149,51;270 unidades;12;R$ 623,03
PED-13789;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 175,65;313 unidades;4;R$ 338,73
PED-13790;Polímero Industrial;Química;Indústrias Alfa;Em trânsito;USD 151,07;419 unidades;13;R$ 528,61
PED-13791;Motor de Passo;Mecânica;Norte Logística;Atrasado;USD 137,68;252 unidades;16;R$ 580,84
PED-13792;Chapa de Aço;Metalurgia;Indústrias Alfa;Atrasado;USD 135,04;287 unidades;9;R$ 596,11
PED-13793;Caixa Papelão;Embalagens;Amazonas Tech;Em trânsito;USD 174,28;212 unidades;26;R$ 905,71
PED-13794;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 134,89;484 unidades;4;R$ 349,14
PED-13795;Circuito Impresso;Eletrônicos;Sul Metais;Atrasado;USD 372,65;363 unidades;12;R$ 457,38
PED-13796;Resina Epoxi;Química;Norte Logística;Entregue;USD 119,68;285 unidades;17;R$ 529,57
PED-13797;Motor de Passo;Mecânica;Amazonas Tech;Em trânsito;USD 243,65;427 unidades;42;R$ 813,76
PED-13798;Polímero Industrial;Química;Sul Metais;Atrasado;USD 121,09;107 unidades;16;R$ 381,25
PED-13799;Caixa Papelão;Embalagens;LogTech Brasil;Em trânsito;USD 132,55;68 unidades;5;R$ 448,51
PED-13800;Resina Epoxi;Química;Indústrias Alfa;Em trânsito;USD 138,16;207 unidades;10;R$ 543,25
PED-13801;Válvula Hidráulica;Mecânica;Amazonas Tech;Em trânsito;USD 192,04;369 unidades;43;R$ 925,2
PED-13802;Resina Epoxi;Química;Norte Logística;Em trânsito;USD 151,4;190 unidades;20;R$ 518,05
